recency,Recency group,history,History Group,Men/Women,zip_code,newbie,channel,segment,visit
12,4,29.99,4,Only Men,Urban,0,Web,Mens E-Mail,1
2,1,645.59,2,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,1
1,1,615.53,2,Only Men,Urban,1,Multichannel,Mens E-Mail,1
9,3,228.59,3,Only Women,Surburban,0,Web,Mens E-Mail,1
7,3,288.4,3,Only Women,Surburban,0,Web,Mens E-Mail,1
11,4,29.99,4,Only Men,Surburban,0,Web,Mens E-Mail,1
12,4,382.96,3,Both Men and Women,Urban,0,Multichannel,Mens E-Mail,1
3,1,406.71,3,Only Women,Surburban,0,Web,Mens E-Mail,1
7,3,287.52,3,Both Men and Women,Urban,0,Phone,Womens E-Mail,1
3,1,324.4,3,Only Men,Surburban,0,Phone,Mens E-Mail,1
6,2,265.61,3,Only Women,Surburban,1,Multichannel,Womens E-Mail,1
3,1,438.68,2,Only Women,Urban,0,Multichannel,Womens E-Mail,1
6,2,103.33,4,Only Men,Urban,1,Web,Mens E-Mail,1
5,2,49.54,4,Only Men,Surburban,1,Web,Womens E-Mail,1
10,4,814.13,1,Only Men,Urban,1,Multichannel,Mens E-Mail,1
1,1,705.52,1,Both Men and Women,Urban,1,Phone,No E-Mail,1
5,2,43.48,4,Only Women,Surburban,0,Web,Womens E-Mail,1
2,1,594.91,2,Only Men,Surburban,1,Multichannel,No E-Mail,1
2,1,363.58,3,Only Women,Rural,0,Web,Mens E-Mail,1
9,3,83.91,4,Only Women,Rural,0,Web,Mens E-Mail,1
7,3,578.79,2,Only Women,Rural,1,Phone,Mens E-Mail,1
10,4,107.82,4,Only Women,Surburban,1,Web,Womens E-Mail,1
6,2,30.87,4,Only Women,Urban,1,Web,No E-Mail,1
2,1,384.2,3,Only Women,Surburban,0,Web,Womens E-Mail,1
10,4,203.22,4,Only Men,Rural,0,Phone,Womens E-Mail,1
2,1,878.82,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,1
12,4,256.16,3,Only Women,Urban,0,Web,Mens E-Mail,1
6,2,198.46,4,Only Men,Surburban,1,Web,Mens E-Mail,1
1,1,85.11,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
4,2,464.45,2,Only Women,Urban,0,Web,No E-Mail,1
9,3,111.69,4,Only Women,Urban,1,Phone,Womens E-Mail,1
7,3,260.26,3,Only Men,Surburban,1,Phone,Mens E-Mail,1
9,3,29.99,4,Only Women,Surburban,0,Web,Mens E-Mail,1
12,4,101.24,4,Only Women,Surburban,1,Phone,Mens E-Mail,1
10,4,162.04,4,Only Men,Rural,0,Phone,Womens E-Mail,1
1,1,29.99,4,Only Women,Surburban,0,Phone,No E-Mail,1
3,1,316.24,3,Only Men,Rural,1,Phone,Mens E-Mail,1
3,1,75.44,4,Only Women,Urban,0,Web,No E-Mail,1
1,1,29.99,4,Only Women,Urban,0,Phone,Mens E-Mail,1
7,3,29.99,4,Only Women,Rural,1,Phone,Womens E-Mail,1
7,3,403.47,3,Only Women,Surburban,1,Multichannel,No E-Mail,1
9,3,57.75,4,Only Men,Surburban,1,Web,Mens E-Mail,1
3,1,942.29,1,Only Men,Surburban,1,Phone,Womens E-Mail,1
4,2,354.32,3,Only Women,Surburban,1,Web,Mens E-Mail,1
7,3,923.48,1,Both Men and Women,Surburban,1,Multichannel,Womens E-Mail,1
10,4,380.72,3,Only Women,Surburban,0,Web,Mens E-Mail,1
4,2,326.55,3,Only Men,Surburban,0,Web,Mens E-Mail,1
9,3,54.56,4,Only Men,Surburban,0,Phone,Womens E-Mail,1
1,1,74.54,4,Only Men,Rural,0,Phone,Mens E-Mail,1
1,1,486.48,2,Only Men,Urban,0,Web,Mens E-Mail,1
3,1,583.97,2,Both Men and Women,Surburban,1,Phone,Womens E-Mail,1
4,2,232.74,3,Only Women,Surburban,0,Phone,No E-Mail,1
8,3,321.26,3,Only Men,Urban,0,Multichannel,Mens E-Mail,1
1,1,792.15,1,Both Men and Women,Surburban,1,Phone,Mens E-Mail,1
1,1,44.55,4,Only Women,Urban,1,Web,No E-Mail,1
1,1,71.58,4,Only Women,Surburban,0,Web,Womens E-Mail,1
1,1,891.13,1,Both Men and Women,Urban,1,Web,Mens E-Mail,1
7,3,38.07,4,Only Women,Surburban,1,Phone,Mens E-Mail,1
9,3,352.94,3,Only Women,Urban,0,Web,Womens E-Mail,1
3,1,256.23,3,Only Men,Rural,0,Multichannel,Mens E-Mail,1
10,4,88.37,4,Only Women,Urban,0,Phone,Womens E-Mail,1
1,1,101.99,4,Only Women,Surburban,0,Web,Womens E-Mail,1
5,2,1079.62,1,Both Men and Women,Surburban,1,Web,No E-Mail,1
8,3,287.06,3,Only Women,Urban,0,Phone,Womens E-Mail,1
12,4,130.84,4,Only Women,Surburban,0,Web,Womens E-Mail,1
2,1,272.95,3,Only Men,Urban,1,Web,Womens E-Mail,1
1,1,358.86,3,Only Women,Surburban,1,Web,No E-Mail,1
4,2,302.72,3,Both Men and Women,Urban,0,Web,Mens E-Mail,1
9,3,40.35,4,Only Women,Rural,1,Web,Womens E-Mail,1
2,1,89.26,4,Only Women,Surburban,0,Web,No E-Mail,1
5,2,301.42,3,Both Men and Women,Surburban,0,Phone,Mens E-Mail,1
1,1,338.79,3,Both Men and Women,Urban,0,Web,Mens E-Mail,1
3,1,268.59,3,Only Men,Rural,0,Web,No E-Mail,1
9,3,256.84,3,Both Men and Women,Surburban,1,Web,Womens E-Mail,1
7,3,153.87,4,Only Women,Urban,1,Phone,Womens E-Mail,1
1,1,208.15,4,Only Women,Surburban,0,Multichannel,Womens E-Mail,1
1,1,1262.17,1,Both Men and Women,Rural,1,Phone,Womens E-Mail,1
8,3,82.2,4,Only Men,Rural,0,Web,No E-Mail,1
1,1,75.85,4,Only Women,Rural,0,Web,Mens E-Mail,1
4,2,36.45,4,Only Men,Urban,0,Web,Mens E-Mail,1
4,2,234.88,3,Only Men,Urban,0,Web,Mens E-Mail,1
4,2,166.68,4,Only Men,Surburban,0,Web,Mens E-Mail,1
11,4,68.68,4,Only Men,Urban,0,Phone,No E-Mail,1
2,1,916.47,1,Only Women,Surburban,1,Web,Mens E-Mail,1
6,2,409.04,3,Only Women,Surburban,0,Web,No E-Mail,1
4,2,57.16,4,Only Women,Urban,1,Web,Mens E-Mail,1
10,4,57.64,4,Only Women,Rural,0,Phone,Womens E-Mail,1
4,2,498.05,2,Both Men and Women,Surburban,1,Web,No E-Mail,1
1,1,358.34,3,Only Men,Urban,0,Phone,Mens E-Mail,1
9,3,365.59,3,Both Men and Women,Rural,0,Multichannel,Womens E-Mail,1
1,1,870.02,1,Only Women,Surburban,1,Phone,Mens E-Mail,1
2,1,253.11,3,Only Women,Urban,0,Phone,No E-Mail,1
1,1,196.22,4,Only Women,Rural,0,Web,No E-Mail,1
10,4,290.62,3,Only Men,Surburban,0,Web,Womens E-Mail,1
1,1,736.56,1,Only Men,Urban,1,Multichannel,Womens E-Mail,1
6,2,110.24,4,Only Women,Rural,1,Web,Womens E-Mail,1
6,2,260.39,3,Only Women,Urban,0,Phone,Mens E-Mail,1
2,1,498.12,2,Only Men,Urban,0,Web,Womens E-Mail,1
2,1,202.17,4,Only Women,Surburban,0,Web,Mens E-Mail,1
1,1,911.82,1,Both Men and Women,Surburban,1,Phone,Womens E-Mail,1
2,1,29.99,4,Only Women,Urban,1,Phone,Mens E-Mail,1
4,2,774.59,1,Only Women,Rural,1,Multichannel,Mens E-Mail,1
5,2,389.76,3,Both Men and Women,Surburban,0,Multichannel,Womens E-Mail,1
2,1,711.82,1,Both Men and Women,Surburban,1,Multichannel,Womens E-Mail,1
2,1,237.92,3,Only Women,Urban,0,Web,Mens E-Mail,1
1,1,428.75,2,Only Men,Urban,0,Multichannel,No E-Mail,1
1,1,215.1,4,Only Women,Rural,1,Multichannel,No E-Mail,1
3,1,57.31,4,Only Women,Urban,1,Phone,No E-Mail,1
1,1,243.77,3,Only Men,Rural,0,Phone,Mens E-Mail,1
3,1,790.75,1,Only Women,Rural,1,Web,Mens E-Mail,1
3,1,356.82,3,Both Men and Women,Surburban,0,Web,Mens E-Mail,1
8,3,595.51,2,Only Women,Urban,1,Web,Mens E-Mail,1
10,4,29.99,4,Only Women,Surburban,1,Web,Mens E-Mail,1
9,3,34.84,4,Only Women,Surburban,0,Web,Womens E-Mail,1
6,2,474.25,2,Only Men,Urban,0,Phone,No E-Mail,1
1,1,525.75,2,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,1
1,1,465.8,2,Only Men,Surburban,0,Web,Mens E-Mail,1
1,1,125.29,4,Only Men,Surburban,1,Phone,Mens E-Mail,1
8,3,170.27,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,564.19,2,Only Women,Surburban,1,Multichannel,Mens E-Mail,1
9,3,333.02,3,Only Men,Urban,1,Web,Mens E-Mail,1
4,2,1317.57,1,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,1
1,1,102.57,4,Only Women,Surburban,0,Web,No E-Mail,1
1,1,59.41,4,Only Women,Rural,1,Web,Womens E-Mail,1
4,2,819.31,1,Only Men,Urban,1,Web,Womens E-Mail,1
2,1,281.36,3,Only Men,Surburban,0,Web,Womens E-Mail,1
10,4,95.76,4,Only Men,Urban,0,Web,Mens E-Mail,1
1,1,615.14,2,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,1
10,4,347.6,3,Both Men and Women,Rural,0,Multichannel,Mens E-Mail,1
4,2,430.98,2,Only Men,Surburban,0,Phone,Womens E-Mail,1
7,3,289.85,3,Only Women,Surburban,1,Web,Mens E-Mail,1
3,1,125.78,4,Only Women,Urban,0,Phone,Mens E-Mail,1
4,2,276.33,3,Only Men,Surburban,1,Web,Mens E-Mail,1
9,3,355.17,3,Only Women,Urban,0,Phone,Mens E-Mail,1
8,3,29.99,4,Only Men,Urban,1,Phone,Mens E-Mail,1
4,2,247.92,3,Only Men,Urban,0,Web,Mens E-Mail,1
10,4,248.41,3,Both Men and Women,Surburban,0,Multichannel,Mens E-Mail,1
12,4,96.36,4,Only Women,Urban,0,Web,Womens E-Mail,1
10,4,107.64,4,Only Men,Surburban,0,Web,Mens E-Mail,1
2,1,585.7,2,Both Men and Women,Urban,1,Web,Womens E-Mail,1
6,2,45.35,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
2,1,633.86,2,Both Men and Women,Urban,1,Phone,Womens E-Mail,1
5,2,192.12,4,Only Women,Rural,0,Web,Womens E-Mail,1
5,2,29.99,4,Only Men,Surburban,1,Phone,Mens E-Mail,1
10,4,90.29,4,Only Men,Surburban,1,Web,Mens E-Mail,1
2,1,87.27,4,Only Women,Urban,0,Web,Mens E-Mail,1
6,2,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
10,4,77.47,4,Only Men,Surburban,1,Web,Mens E-Mail,1
11,4,367.31,3,Both Men and Women,Rural,1,Phone,No E-Mail,1
6,2,68.67,4,Only Women,Surburban,1,Web,Mens E-Mail,1
10,4,202.58,4,Only Men,Surburban,0,Web,Mens E-Mail,1
10,4,29.99,4,Only Men,Surburban,1,Web,Mens E-Mail,1
3,1,1161.56,1,Both Men and Women,Urban,1,Web,Mens E-Mail,1
2,1,51.34,4,Only Women,Surburban,0,Web,Womens E-Mail,1
1,1,239.11,3,Only Women,Urban,0,Multichannel,Mens E-Mail,1
3,1,249.15,3,Only Men,Urban,0,Web,No E-Mail,1
1,1,216.47,4,Only Women,Urban,0,Multichannel,Mens E-Mail,1
4,2,370.95,3,Only Women,Urban,0,Phone,No E-Mail,1
3,1,29.99,4,Only Women,Urban,1,Phone,Womens E-Mail,1
9,3,288.23,3,Only Women,Surburban,0,Multichannel,Mens E-Mail,1
1,1,410.79,3,Only Men,Rural,0,Multichannel,No E-Mail,1
9,3,269.65,3,Only Women,Surburban,0,Web,Mens E-Mail,1
1,1,174.19,4,Only Women,Urban,0,Web,Mens E-Mail,1
9,3,170.36,4,Only Men,Surburban,0,Phone,No E-Mail,1
4,2,549.28,2,Only Women,Urban,1,Multichannel,Womens E-Mail,1
2,1,421.74,2,Only Women,Urban,0,Web,Mens E-Mail,1
1,1,33.87,4,Only Men,Urban,0,Phone,Mens E-Mail,1
11,4,45.36,4,Only Men,Rural,0,Phone,Mens E-Mail,1
5,2,167.16,4,Only Women,Urban,1,Web,Womens E-Mail,1
6,2,61.08,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
12,4,143.71,4,Only Men,Urban,0,Phone,No E-Mail,1
9,3,62.17,4,Only Men,Urban,0,Web,Womens E-Mail,1
8,3,196.48,4,Only Women,Urban,0,Web,Mens E-Mail,1
2,1,579.54,2,Only Women,Urban,1,Web,Womens E-Mail,1
9,3,212.05,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,648.79,2,Only Women,Surburban,1,Multichannel,Womens E-Mail,1
4,2,29.99,4,Only Men,Surburban,0,Phone,No E-Mail,1
11,4,36.51,4,Only Women,Surburban,1,Web,Mens E-Mail,1
2,1,975.25,1,Both Men and Women,Urban,1,Web,Mens E-Mail,1
9,3,29.99,4,Only Women,Rural,1,Phone,Mens E-Mail,1
2,1,425.85,2,Both Men and Women,Surburban,0,Multichannel,Mens E-Mail,1
1,1,1853.66,1,Both Men and Women,Rural,1,Phone,Mens E-Mail,1
2,1,240.17,3,Both Men and Women,Rural,0,Multichannel,Mens E-Mail,1
5,2,184.92,4,Only Women,Urban,1,Phone,Womens E-Mail,1
3,1,263.29,3,Both Men and Women,Surburban,0,Phone,Womens E-Mail,1
2,1,29.99,4,Only Men,Urban,0,Phone,No E-Mail,1
1,1,393.37,3,Only Women,Surburban,0,Phone,Mens E-Mail,1
1,1,393.34,3,Both Men and Women,Rural,1,Web,No E-Mail,1
2,1,467.1,2,Both Men and Women,Surburban,0,Web,Womens E-Mail,1
1,1,239.33,3,Only Men,Surburban,1,Phone,Mens E-Mail,1
1,1,189.49,4,Only Men,Urban,0,Phone,Mens E-Mail,1
1,1,310.54,3,Only Women,Surburban,0,Phone,No E-Mail,1
1,1,60.83,4,Only Men,Urban,0,Web,Mens E-Mail,1
2,1,499.62,2,Only Women,Rural,1,Phone,Mens E-Mail,1
4,2,79.8,4,Only Women,Rural,0,Web,Mens E-Mail,1
3,1,262.13,3,Only Men,Urban,0,Multichannel,No E-Mail,1
10,4,142.44,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
6,2,329.08,3,Both Men and Women,Rural,1,Web,No E-Mail,0
7,3,180.65,4,Only Women,Surburban,1,Web,Womens E-Mail,0
9,3,675.83,2,Only Men,Rural,1,Web,Mens E-Mail,0
2,1,45.34,4,Only Men,Urban,0,Web,Womens E-Mail,0
6,2,134.83,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
9,3,280.2,3,Only Men,Surburban,1,Phone,Womens E-Mail,0
9,3,46.42,4,Only Women,Urban,0,Phone,Womens E-Mail,0
9,3,675.07,2,Both Men and Women,Rural,1,Phone,Mens E-Mail,0
10,4,32.84,4,Only Women,Urban,1,Web,Womens E-Mail,0
7,3,548.91,2,Only Women,Urban,1,Phone,Womens E-Mail,1
1,1,211.45,4,Only Women,Urban,1,Phone,Womens E-Mail,0
5,2,642.9,2,Only Women,Surburban,1,Multichannel,Womens E-Mail,0
2,1,101.64,4,Only Women,Urban,0,Web,Mens E-Mail,1
4,2,241.42,3,Only Women,Rural,1,Multichannel,No E-Mail,0
3,1,58.13,4,Only Men,Urban,1,Web,No E-Mail,1
5,2,29.99,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
9,3,112.35,4,Only Men,Rural,0,Web,Mens E-Mail,0
11,4,219.04,4,Both Men and Women,Surburban,0,Phone,Mens E-Mail,0
5,2,828.42,1,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
9,3,29.99,4,Only Women,Surburban,1,Phone,No E-Mail,0
11,4,182.32,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
2,1,118.4,4,Only Men,Surburban,0,Web,Mens E-Mail,1
2,1,29.99,4,Only Women,Urban,1,Phone,No E-Mail,0
4,2,78.24,4,Only Men,Surburban,0,Web,No E-Mail,0
6,2,139.87,4,Only Women,Rural,1,Web,Mens E-Mail,0
12,4,115.39,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
6,2,162.98,4,Only Women,Surburban,0,Web,Mens E-Mail,0
7,3,435.73,2,Only Women,Urban,1,Web,No E-Mail,0
2,1,203.35,4,Only Men,Rural,0,Web,No E-Mail,0
2,1,237.53,3,Only Women,Surburban,0,Phone,Womens E-Mail,0
9,3,334.24,3,Only Men,Urban,0,Web,Mens E-Mail,0
6,2,128.01,4,Only Women,Urban,0,Web,Mens E-Mail,0
9,3,29.99,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
3,1,29.99,4,Only Men,Rural,0,Web,Womens E-Mail,0
4,2,218.72,4,Only Women,Urban,0,Multichannel,Womens E-Mail,0
1,1,514.52,2,Only Women,Surburban,1,Web,Mens E-Mail,0
4,2,766.47,1,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
10,4,63.79,4,Only Men,Rural,1,Phone,Womens E-Mail,0
7,3,520.43,2,Only Women,Surburban,1,Web,Mens E-Mail,0
11,4,236.97,3,Both Men and Women,Urban,1,Phone,Mens E-Mail,0
3,1,99.23,4,Only Men,Rural,0,Web,Mens E-Mail,1
9,3,204.18,4,Only Women,Surburban,0,Web,Womens E-Mail,0
2,1,492.02,2,Only Men,Surburban,0,Phone,No E-Mail,0
1,1,48.32,4,Only Women,Urban,0,Web,No E-Mail,0
10,4,29.99,4,Only Men,Surburban,0,Phone,No E-Mail,0
2,1,391.33,3,Only Men,Surburban,0,Web,No E-Mail,0
1,1,729.7,1,Both Men and Women,Surburban,1,Web,Mens E-Mail,0
3,1,134.59,4,Only Men,Urban,1,Phone,Womens E-Mail,1
10,4,61.09,4,Only Women,Surburban,0,Web,Womens E-Mail,0
3,1,203.3,4,Only Women,Surburban,0,Web,No E-Mail,0
9,3,185.43,4,Only Men,Urban,0,Web,Mens E-Mail,0
7,3,29.99,4,Only Women,Urban,1,Phone,Mens E-Mail,0
9,3,78.62,4,Only Men,Urban,0,Web,Mens E-Mail,0
12,4,150.06,4,Only Women,Surburban,0,Phone,No E-Mail,0
6,2,42.66,4,Only Men,Surburban,0,Web,No E-Mail,0
12,4,69.08,4,Only Women,Rural,0,Phone,Womens E-Mail,0
3,1,549.29,2,Only Men,Surburban,1,Multichannel,No E-Mail,0
9,3,506.83,2,Only Men,Rural,1,Multichannel,Mens E-Mail,0
3,1,143.93,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
10,4,115.4,4,Only Men,Urban,0,Phone,Mens E-Mail,0
2,1,96.91,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
6,2,40.07,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
11,4,417.21,2,Only Women,Urban,0,Phone,No E-Mail,0
9,3,61.57,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
5,2,222.07,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
1,1,259.91,3,Only Women,Surburban,1,Web,No E-Mail,0
11,4,53.81,4,Only Men,Urban,1,Phone,No E-Mail,0
9,3,154.15,4,Only Women,Surburban,0,Web,Mens E-Mail,0
10,4,1009.44,1,Only Men,Surburban,1,Multichannel,Womens E-Mail,0
2,1,278.8,3,Only Men,Rural,0,Web,Mens E-Mail,0
10,4,31.12,4,Only Men,Urban,0,Phone,Womens E-Mail,0
2,1,428.74,2,Only Men,Rural,0,Phone,Mens E-Mail,0
7,3,612.28,2,Only Men,Surburban,1,Phone,Womens E-Mail,0
11,4,228.09,3,Only Women,Surburban,1,Web,No E-Mail,0
1,1,640.58,2,Only Women,Urban,1,Phone,Mens E-Mail,0
4,2,194.11,4,Only Men,Urban,0,Phone,No E-Mail,0
7,3,84.49,4,Only Women,Urban,1,Web,No E-Mail,0
7,3,235.14,3,Only Women,Urban,1,Phone,Mens E-Mail,0
2,1,29.99,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
7,3,272.32,3,Only Men,Surburban,1,Web,Mens E-Mail,0
2,1,95.33,4,Only Women,Surburban,0,Web,No E-Mail,1
5,2,494.26,2,Both Men and Women,Surburban,1,Phone,Mens E-Mail,0
2,1,809.07,1,Only Men,Urban,1,Phone,Mens E-Mail,0
1,1,80.42,4,Only Women,Urban,1,Phone,Womens E-Mail,0
10,4,237.85,3,Only Men,Urban,0,Web,Womens E-Mail,0
2,1,82.59,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
6,2,165.77,4,Only Women,Urban,0,Web,Womens E-Mail,1
3,1,101.61,4,Only Women,Surburban,1,Phone,No E-Mail,0
8,3,52.64,4,Only Women,Surburban,1,Web,No E-Mail,0
6,2,466.29,2,Only Men,Urban,1,Multichannel,Mens E-Mail,0
3,1,100.85,4,Only Men,Urban,1,Phone,Mens E-Mail,0
3,1,1397.57,1,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
2,1,770.58,1,Only Women,Surburban,1,Phone,Mens E-Mail,0
3,1,1973.87,1,Only Men,Surburban,1,Multichannel,No E-Mail,0
3,1,133.51,4,Only Men,Urban,0,Web,Mens E-Mail,0
8,3,31.52,4,Only Women,Surburban,0,Web,Mens E-Mail,0
1,1,47.44,4,Only Women,Urban,0,Phone,Womens E-Mail,0
1,1,106.27,4,Only Women,Surburban,0,Web,Womens E-Mail,0
11,4,215.46,4,Only Women,Urban,0,Web,Womens E-Mail,0
11,4,189.25,4,Only Women,Urban,1,Phone,No E-Mail,0
10,4,108.12,4,Only Men,Urban,0,Web,Womens E-Mail,0
8,3,66.14,4,Only Men,Surburban,1,Phone,No E-Mail,0
8,3,98.56,4,Only Men,Surburban,1,Web,Womens E-Mail,0
6,2,129.14,4,Only Men,Surburban,0,Web,Womens E-Mail,0
2,1,493.17,2,Only Women,Surburban,0,Web,Womens E-Mail,0
11,4,146.04,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
12,4,29.99,4,Only Women,Urban,1,Web,No E-Mail,0
2,1,66.6,4,Only Men,Urban,1,Phone,Womens E-Mail,0
12,4,129.73,4,Only Men,Surburban,0,Web,Womens E-Mail,0
4,2,54.41,4,Only Women,Urban,1,Phone,Womens E-Mail,0
9,3,1172.42,1,Both Men and Women,Surburban,1,Web,Mens E-Mail,0
5,2,244.34,3,Only Women,Urban,1,Web,Mens E-Mail,0
2,1,287.04,3,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
4,2,29.99,4,Only Women,Urban,1,Web,Womens E-Mail,0
9,3,151.01,4,Only Men,Surburban,0,Web,No E-Mail,0
11,4,35.43,4,Only Men,Urban,1,Phone,Mens E-Mail,0
5,2,84.17,4,Only Men,Urban,1,Web,Womens E-Mail,0
3,1,313.6,3,Only Women,Surburban,0,Phone,No E-Mail,0
1,1,117.27,4,Only Women,Rural,0,Phone,Mens E-Mail,0
5,2,29.99,4,Only Women,Surburban,0,Web,No E-Mail,0
3,1,1167.93,1,Both Men and Women,Rural,1,Web,Womens E-Mail,0
3,1,683.2,2,Both Men and Women,Rural,1,Multichannel,No E-Mail,0
1,1,110.07,4,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,102.94,4,Only Men,Urban,0,Web,Womens E-Mail,0
2,1,29.99,4,Only Women,Urban,0,Web,Mens E-Mail,0
11,4,160.04,4,Only Men,Rural,0,Web,Mens E-Mail,0
1,1,418.68,2,Only Women,Surburban,0,Web,No E-Mail,0
11,4,316.23,3,Only Men,Urban,1,Phone,Mens E-Mail,0
12,4,253.06,3,Only Women,Surburban,0,Phone,Womens E-Mail,0
9,3,329.96,3,Only Women,Surburban,1,Phone,No E-Mail,0
7,3,185.73,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
11,4,52.08,4,Only Women,Urban,0,Web,Womens E-Mail,0
1,1,616.73,2,Only Women,Urban,1,Web,Mens E-Mail,0
9,3,123.39,4,Only Men,Urban,0,Phone,Womens E-Mail,0
3,1,249.71,3,Only Men,Surburban,0,Phone,No E-Mail,0
2,1,46.09,4,Only Women,Urban,0,Web,No E-Mail,0
8,3,48.87,4,Only Men,Surburban,1,Web,Mens E-Mail,0
10,4,77.37,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
4,2,270.24,3,Only Men,Urban,1,Phone,No E-Mail,0
9,3,228.8,3,Only Men,Surburban,0,Multichannel,Mens E-Mail,1
3,1,80.18,4,Only Women,Urban,0,Phone,Womens E-Mail,0
11,4,131.76,4,Only Women,Surburban,1,Web,Womens E-Mail,1
9,3,162.59,4,Only Women,Urban,0,Phone,Mens E-Mail,1
12,4,87.62,4,Only Men,Urban,1,Phone,Mens E-Mail,0
3,1,29.99,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
3,1,29.99,4,Only Women,Urban,0,Web,Womens E-Mail,0
7,3,59.96,4,Only Men,Urban,1,Web,Womens E-Mail,0
7,3,78.49,4,Only Women,Rural,0,Web,Womens E-Mail,0
2,1,29.99,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
7,3,206.8,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
7,3,229.53,3,Only Men,Surburban,0,Web,Mens E-Mail,1
1,1,439.93,2,Both Men and Women,Rural,1,Multichannel,No E-Mail,0
10,4,313.67,3,Only Men,Rural,1,Phone,Womens E-Mail,1
7,3,29.99,4,Only Men,Surburban,1,Web,Womens E-Mail,0
3,1,57.33,4,Only Women,Surburban,0,Web,Womens E-Mail,1
2,1,289.55,3,Only Women,Rural,0,Phone,No E-Mail,1
5,2,29.99,4,Only Women,Surburban,1,Phone,Mens E-Mail,1
9,3,274.29,3,Only Men,Surburban,0,Web,No E-Mail,0
1,1,293.37,3,Only Men,Surburban,0,Phone,No E-Mail,0
12,4,29.99,4,Only Men,Urban,1,Phone,No E-Mail,0
1,1,407.09,3,Only Men,Surburban,0,Web,No E-Mail,0
1,1,142.4,4,Only Women,Surburban,0,Phone,No E-Mail,0
1,1,29.99,4,Only Women,Urban,1,Web,Mens E-Mail,0
12,4,284.54,3,Both Men and Women,Surburban,0,Web,Mens E-Mail,0
2,1,60.2,4,Only Women,Surburban,1,Web,No E-Mail,0
4,2,1089.77,1,Only Men,Urban,1,Multichannel,Mens E-Mail,0
7,3,29.99,4,Only Men,Surburban,1,Web,Womens E-Mail,0
1,1,747.31,1,Only Women,Rural,1,Web,Womens E-Mail,0
6,2,136.63,4,Only Men,Urban,1,Web,Womens E-Mail,0
10,4,29.99,4,Only Men,Rural,1,Web,Womens E-Mail,0
11,4,54.11,4,Only Men,Urban,1,Web,Womens E-Mail,0
1,1,790.36,1,Both Men and Women,Urban,1,Multichannel,Mens E-Mail,0
4,2,36.49,4,Only Men,Urban,1,Web,No E-Mail,0
12,4,271.89,3,Only Men,Rural,0,Web,Mens E-Mail,0
5,2,399.46,3,Only Men,Surburban,0,Web,Womens E-Mail,0
3,1,39.83,4,Only Women,Urban,1,Phone,Mens E-Mail,1
10,4,153.58,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
5,2,269.99,3,Both Men and Women,Surburban,0,Phone,Mens E-Mail,0
2,1,29.99,4,Only Men,Urban,1,Web,Womens E-Mail,0
4,2,292.61,3,Only Men,Surburban,0,Multichannel,No E-Mail,0
2,1,576.02,2,Only Women,Surburban,1,Web,Womens E-Mail,0
6,2,29.99,4,Only Men,Surburban,0,Web,No E-Mail,0
9,3,116.3,4,Only Men,Rural,1,Web,Mens E-Mail,1
5,2,29.99,4,Only Men,Surburban,0,Web,No E-Mail,0
3,1,29.99,4,Only Women,Urban,1,Web,No E-Mail,0
7,3,968.65,1,Both Men and Women,Surburban,1,Web,Womens E-Mail,0
7,3,39.78,4,Only Women,Surburban,0,Web,Mens E-Mail,0
9,3,311.81,3,Only Men,Urban,0,Multichannel,Womens E-Mail,1
